URI,Title,Year,Album,Popularity,Duration,Key,Mode,Tempo,Time_signature,Valence,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Album debut,Other releases,Single A side,Single B side,Single certification,Genre,Styles,Themes,Moods,Songwriter(s),Lead vocal(s),Cover,Covered by,Chart position UK (Wikipedia),Chart position US (Wikipedia),Highest position (The Guardian),Weeks on chart in UK (The Guardian),Weeks at No1 in UK (The Guardian),Highest position (Billboard),Weeks at No1 (Billboard),Top 50 (Billboard),Top 50 (Ultimate classic rock),Top 50 (Rolling Stone),Top 50 (NME),Top 50 (Top50songs.org),"Top 50 (USA today, 2017)","Top 50 (Vulture, by Bill Wyman)"
spotify:track:4ekUX4pWizXXksJe0JfS9U,It Won't Be Long,1963,With the Beatles,54.0,133.0,4.0,1.0,133.117,4.0,0.862,0.472,0.673,-8.853,0.284,0.0,0.206,0.0318,UK: With the Beatles US: Meet The Beatles!,13.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Energetic Exciting Exuberant Fun Lively Rollicking Rousing Cheerful Gleeful Warm Raucous,"Lennon, with McCartney",Lennon,,7.0,,,,,,,,,,,,,,
spotify:track:2bQZ9BBhP7vSBiyDz7KXnv,It's All Too Much,1967,Yellow Submarine,44.0,388.0,7.0,1.0,113.511,4.0,0.199,0.39,0.781,-7.878,4.3e-05,0.412,0.1,0.0364,Yellow Submarine,11.0,,,,"Psychedelic Rock, Acid Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage","Late Night, Night Driving, The Creative Side",Circular Dreamy Enigmatic Ethereal Freewheeling Hypnotic Quirky Spacey Sprawling Trippy Whimsical Druggy Eerie Rousing Joyous Nocturnal Spooky,Harrison,Harrison,,4.0,,,,,,,,,,,,,,
spotify:track:2ue1KRstSKHF8jQkIJZiNC,It's Only Love,1965,Help!,56.0,115.0,0.0,1.0,113.155,3.0,0.685,0.629,0.551,-8.281,0.22,0.0,0.0432,0.0256,UK: Help! US: Rubber Soul,15.0,,,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage","Breakup, Feeling Blue, Heartache, Jealousy",Bittersweet Melancholy Plaintive Searching Yearning Anguished/Distraught Autumnal Wistful Reflective,Lennon,Lennon,,3.0,,,,,,,,,,,,,,
spotify:track:4QqUqY4ZcEsXELYQbnSy5u,Johnny B. Goode,1964,Live At The BBC,33.0,171.0,9.0,1.0,152.231,4.0,0.961,0.492,0.737,-10.537,0.0281,1.45e-05,0.239,0.0442,Live at the BBC,,,,,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Celebration, Hanging Out, Partying",Amiable/Good-Natured Innocent Swaggering Bright Yearning Freewheeling Summery Whimsical Celebratory Fun Light Lively Bravado Confident Passionate Sparkling Energetic Rollicking,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:5FnpXVgDOk2sLT58qM22Of,Julia,1968,The Beatles,57.0,174.0,2.0,1.0,134.706,4.0,0.193,0.512,0.0953,-16.082,0.828,0.000268,0.117,0.0304,The Beatles,10.0,"Ob-La-Di, Ob-La-Da",Julia,,"Folk, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter","Heartache, Introspection, Reflection, Reminiscing",Calm/Peaceful Dreamy Gentle Intimate Light Poignant Soothing Passionate Reflective Searching Sentimental Sweet Wistful Plaintive Yearning Organic Precious,Lennon,Lennon,,5.0,,,,,,,,,,,48.0,,43.0,50.0
spotify:track:4A8lVcz8tx8hx5PVEnZTst,Junk,1968,Anthology 3,35.0,145.0,8.0,1.0,93.419,3.0,0.3,0.513,0.0796,-15.225,0.905,0.0103,0.105,0.0324,Anthology 3,,,,,"Folk, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Affection/Fondness, Comfort, In Love, Relaxation, Sunday Afternoon",Gentle Laid-Back/Mellow Light Poignant Relaxed Soft/Quiet Sweet Warm Whimsical,McCartney,McCartney,,,,,,,,,,,,,,,,
spotify:track:5xf0zdP4KCfshyVn02D3Ea,"Kansas City / Hey, Hey, Hey, Hey",1964,Beatles for Sale,47.0,163.0,7.0,1.0,131.36,4.0,0.924,0.588,0.724,-6.63,0.614,8.92e-05,0.877,0.0335,UK: Beatles for Sale US: Beatles VI,8.0,Boys,"Kansas City/Hey, Hey, Hey, Hey",,"R&B, Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Celebration, Hanging Out, Partying",Amiable/Good-Natured Innocent Swaggering Bright Freewheeling Summery Whimsical Celebratory Fun Light Lively Bravado Confident Passionate Sparkling Energetic Rollicking,"Leiber, Stoller/Penniman",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:2wh66N0HWVzwSB0KV7mdQ5,Keep Your Hands Off My Baby,1963,Live at the BBC,31.0,151.0,7.0,1.0,134.925,4.0,0.885,0.566,0.629,-11.637,0.0851,0.833,0.0795,0.103,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Cool & Cocky, Hanging Out, Late Night",Bravado Rollicking Urgent Confrontational Summery Yearning Confident Street-Smart Energetic Lively Swaggering Light Passionate Uncompromising Rebellious,"Goffin, King",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:1tM9TBNPjieSOZ2d5VAQ1y,Lady Madonna,1968,Past Masters (Vols. 1 & 2 / Remastered),39.0,136.0,2.0,1.0,109.11,4.0,0.78,0.631,0.748,-7.604,0.385,0.308,0.205,0.03,UK: 1967-1970 US: Hey Jude,21.0,Lady Madonna,The Inner Light,RIAA Platinum,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Christmas, Family, Historical Events, Lifecycle, Music, Religion",Amiable/Good-Natured Cheerful Rollicking Rousing Whimsical Carefree Freewheeling Fun Humorous Playful Quirky Exciting Exuberant Energetic,"McCartney, with Lennon",McCartney,,20.0,1.0,4.0,1.0,8.0,2.0,4.0,,22.0,,,,36.0,,
spotify:track:4iR7Jx9E4zY0Q7AwMyFpZZ,Leave My Kitten Alone,1964,Anthology 1,31.0,176.0,5.0,1.0,100.129,4.0,0.876,0.559,0.915,-5.69,0.121,9.62e-06,0.213,0.0321,Anthology 1,,,,,"Rock and Roll, Pop/Rock",,,,"Turner, McDougall",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:4J3FSYFhUGp0mkaH7m2YnN,Lend Me Your Comb,1963,Anthology 1,28.0,110.0,4.0,1.0,81.909,4.0,0.928,0.665,0.69,-5.92,0.304,0.000413,0.159,0.0362,Anthology 1,,,,,Pop/Rock,,,,"Twomey, Wise, Weisman",Lennon and McCartney,Y,,,,,,,,,,,,,,,
spotify:track:7iN1s7xHE4ifF5povM6A48,Let It Be,1969,Let It Be,81.0,243.0,0.0,1.0,143.462,4.0,0.41,0.443,0.403,-8.339,0.631,0.0,0.111,0.0322,Let It Be,28.0,Let It Be,You Know My Name (Look Up the Number),RIAA 2xPlatinum,"Rock, Gospel, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Singer/Songwriter","Comfort, Reflection, Christmas, In Love, Joy, Lifecycle, Nature, Religion, Starting Out",Calm/Peaceful Lush Poignant Refined Reflective Sentimental Soothing Stately Dramatic Reverent Warm Elegant Gentle,McCartney,McCartney,,45.0,2.0,1.0,2.0,10.0,,1.0,2.0,5.0,6.0,8.0,13.0,2.0,10.0,15.0
spotify:track:3eSgAvKnHbQNLdkVY7eagU,Like Dreamers Do,1962,Anthology 1,38.0,155.0,9.0,1.0,156.529,4.0,0.848,0.53,0.647,-7.035,0.264,0.0,0.156,0.0517,Anthology 1,,,,,"Rock, Merseybeat, Pop/Rock",,,Rousing,McCartney,McCartney,,1.0,,,,,,,,,,,,,,
spotify:track:0KogQrSowDnZoU8GSpaxkj,Little Child,1963,With the Beatles,46.0,108.0,9.0,1.0,75.596,4.0,0.886,0.526,0.858,-8.533,0.292,0.001,0.353,0.0476,UK: With the Beatles US: Meet The Beatles!,10.0,,,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Energetic Exciting Exuberant Fun Lively Rollicking Rousing Cheerful Gleeful Joyous Raucous Warm Playful Happy,Lennon and McCartney,Lennon and McCartney,,2.0,,,,,,,,,,,,,,
spotify:track:1wSZ0SwBymmDV96CtlGl9o,Lonesome Tears in My Eyes,1963,Live at the BBC,28.0,156.0,4.0,1.0,161.701,4.0,0.963,0.579,0.481,-12.618,0.46,0.0459,0.0741,0.0398,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Feeling Blue, Heartache, Regret",Bittersweet Romantic Bravado Detached Innocent Intimate Swaggering Theatrical Dramatic Passionate Summery Yearning Earnest Refined Sparkling Reflective,"J. Burnette, D. Burnette, Burlison, Mortimer",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:7ds98B8y5BQltzC60Gdkri,Long Tall Sally,1964,Past Masters (Vols. 1 & 2 / Remastered),44.0,130.0,0.0,1.0,172.467,4.0,0.917,0.383,0.77,-7.096,0.209,0.00432,0.13,0.0487,UK: Rock 'n' Roll Music US: The Beatles Second Album,35.0,,,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop",,,"Blackwell, Johnson, Penniman",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:40d2EcaOOCUjDzzo2YvUWn,"Long, Long, Long",1968,The Beatles,52.0,184.0,5.0,1.0,104.837,3.0,0.163,0.349,0.129,-15.883,0.539,0.405,0.192,0.0294,The Beatles,6.0,,,,"Psychedelic Folk, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Album Rock","Introspection, Late Night, Rainy Day, Small Gathering",Atmospheric Dreamy Enigmatic Ethereal Intimate Lazy Meandering Melancholy Nocturnal Searching Spacey Yearning Reflective Trippy Wistful Bittersweet Poignant Quirky Reserved,Harrison,Harrison,,3.0,,,,,,,,,,,46.0,,,
spotify:track:2yRHcIxk1tQp2Yb4CiCnxT,Los Paranoias - Studio Jam,,The Beatles,27.0,238.0,0.0,1.0,163.524,4.0,0.914,0.609,0.523,-11.71,0.277,0.0175,0.194,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotify:track:3VbGCXWRiouAq8VyMYN2MI,Love Me Do,1962,Please Please Me,71.0,142.0,0.0,1.0,147.997,4.0,0.744,0.52,0.829,-6.228,0.386,6.2e-05,0.227,0.0806,UK: Please Please Me US: The Early Beatles,56.0,Love Me Do,P.S. I Love You,RIAA Platinum,"Merseybeat, R&B, Pop/Rock","British Invasion, Early Pop/Rock, Merseybeat, Contemporary Pop/Rock, Rock & Roll","Feeling Blue, Heartache",Yearning Plaintive Searching Bittersweet Earnest Poignant Warm Wistful Melancholy,"McCartney, with Lennon","McCartney, with Lennon",,9.0,4.0,1.0,17.0,18.0,,1.0,,16.0,,,,13.0,,
spotify:track:4RdJFhfLQcezwN5LsXl4qP,Love You to,1966,Revolver,53.0,181.0,5.0,1.0,123.986,4.0,0.707,0.391,0.593,-8.999,0.7,0.000249,0.0829,0.0413,Revolver,8.0,,,,"Indian Music, Raga Rock","British Psychedelia, Psychedelic/Garage, British Invasion, Contemporary Pop/Rock",,Trippy Dreamy Eerie Ethereal Freewheeling Searching Spacey Organic Quirky Hypnotic,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:6h9W5FxX4E9lUFsyq8j1AD,Lovely Rita,1967,Sgt. Pepper's Lonely Hearts Club Band,56.0,162.0,8.0,0.0,87.379,4.0,0.63,0.61,0.471,-9.151,0.0634,0.0,0.118,0.0261,Sgt. Pepper's Lonely Hearts Club Band,6.0,,,,"Psychedelic Folk, Music Hall, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll","Day Driving, Hanging Out, Mischievous, Playful, Spring, Summer, The Creative Side",Bright Lively Playful Quirky Rousing Summery Whimsical Witty Carefree Cheerful Eccentric Humorous Irreverent Rollicking Elaborate Gleeful Literate Stylish Brittle,McCartney,McCartney,,7.0,,,,,,,,,,,,,,19.0
spotify:track:2s4VuwtM6GII3MI3AOjJal,Lucille,1963,Live at the BBC,27.0,110.0,5.0,1.0,142.527,4.0,0.97,0.629,0.651,-10.471,0.397,0.0,0.293,0.0306,Live at the BBC,,,,,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Day Driving, Freedom, Hanging Out",Amiable/Good-Natured Bright Fun Bravado Energetic Freewheeling Gritty Rollicking Summery Swaggering Yearning Lively Whimsical Light Sparkling Confident,"Penniman, Collins",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:25yQPHgC35WNnnOUqFhgVR,Lucy in the Sky with Diamonds,1967,Sgt. Pepper's Lonely Hearts Club Band,70.0,208.0,2.0,1.0,65.09,1.0,0.668,0.311,0.325,-9.042,0.0469,0.0,0.139,0.0283,Sgt. Pepper's Lonely Hearts Club Band,5.0,,,,"Psychedelic Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll",The Creative Side,Ambitious Bright Druggy Elaborate Playful Theatrical Trippy Whimsical Quirky Witty Atmospheric Complex Enigmatic Eerie Freewheeling Indulgent Rousing Precious,Lennon with McCartney,Lennon,,17.0,,,,,,,,,39.0,19.0,39.0,11.0,21.0,
spotify:track:2VsX1BoWSGiuVXGiFSUr6h,Maggie Mae,1969,Let It Be,51.0,40.0,2.0,0.0,169.039,4.0,0.524,0.516,0.515,-12.035,0.379,0.0,0.103,0.215,Let It Be,7.0,,,,"Skiffle, Pop/Rock","Alternative/Indie Rock, Britpop, Country-Rock","Biographical, Crime, Money, Reminiscing, Street Life, Violence",Carefree Cheerful Comic Jovial Lively Relaxed Swinging,"Traditional, arr. Lennon, McCartney, Harrison, Starkey",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:0qHMhBZqYb99yhX9BHcIkV,Magical Mystery Tour,1967,Magical Mystery Tour,56.0,171.0,9.0,1.0,170.962,4.0,0.338,0.297,0.613,-9.065,0.0385,3.98e-05,0.0734,0.0931,Magical Mystery Tour,20.0,,,,"Psychedelic Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage",,Brash Brassy Cheerful Exciting Exuberant Freewheeling Lively Playful Quirky Rousing Theatrical Trippy Whimsical Ambitious Celebratory Elaborate Energetic Joyous Raucous Bravado Fun Campy,"McCartney, with Lennon",McCartney,,5.0,,,2.0,12.0,,,,,,,,,,
spotify:track:2klg8Wvp2iPleYZh7ZIzk5,"Mailman, Bring Me No More Blues",1969,Anthology 3,28.0,116.0,9.0,1.0,90.612,4.0,0.764,0.735,0.463,-11.293,0.0923,0.00125,0.0681,0.0298,Anthology 3,,,,,Pop/Rock,"Rock & Roll, Blues-Rock, Contemporary Pop/Rock","Drinking, Feeling Blue, Late Night",Laid-Back/Mellow Lazy Messy Ramshackle Relaxed Swaggering Yearning,"Row, Katz, Roberts, Clayton",Lennon,,,,,,,,,,,,,,,,
spotify:track:1swmf4hFMJYRNA8Rq9PVaW,Martha My Dear,1968,The Beatles,56.0,148.0,10.0,1.0,177.624,4.0,0.824,0.472,0.292,-11.591,0.872,0.0007,0.128,0.0321,The Beatles,6.0,,,,"Music Hall, Pop/Rock","Baroque Pop, Contemporary Pop/Rock, Early Pop/Rock",Affection/Fondness,Amiable/Good-Natured Poignant Precious Sentimental Soothing Sophisticated Sweet Warm Witty Cheerful Lush Playful Quirky Stately Elegant Happy Refined Elaborate Fun,McCartney,McCartney,,6.0,,,,,,,,,,,,,,
spotify:track:4jXXFZtmxoYU15WKTIiYrE,Matchbox,1964,Past Masters (Vols. 1 & 2 / Remastered),37.0,117.0,2.0,1.0,160.07,4.0,0.963,0.344,0.796,-7.729,0.428,2.63e-06,0.332,0.0407,UK: Rock 'n' Roll Music US: Something New,24.0,Matchbox,Slow Down,,"Rock and roll, Rockabilly, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Cool & Cocky, Guys Night Out, Summer",Amiable/Good-Natured Innocent Bright Freewheeling Naive Summery Yearning Warm Energetic Light Relaxed Sparkling Whimsical Confident,"Perkins, Jefferson",Starkey (Best),Y,,,17.0,,,,17.0,,40.0,,,,,,
spotify:track:2S8xyNRJX1XQdo3qnTuovI,Maxwell's Silver Hammer,1969,Abbey Road,61.0,207.0,2.0,1.0,131.12,4.0,0.726,0.764,0.426,-11.045,0.629,0.000119,0.132,0.0405,Abbey Road,8.0,,,,"Rock, Music Hall, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Prog-Rock",,Humorous Irreverent Playful Quirky Silly Rollicking Rousing Freewheeling Whimsical,McCartney,McCartney,,2.0,,,,,,,,,,,,42.0,,
spotify:track:4JOyMhad5dD81uGYLGgKrS,Mean Mr. Mustard,1969,Abbey Road,58.0,66.0,4.0,1.0,100.687,4.0,0.97,0.676,0.596,-9.107,0.0699,1.96e-05,0.351,0.0272,Abbey Road,6.0,,,,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Prog-Rock, Rock & Roll, Early Pop/Rock",,Irreverent Quirky Humorous Rollicking Whimsical Druggy Hedonistic Playful Atmospheric Freewheeling,Lennon,Lennon,,2.0,,,,,,,,,,,,,,
spotify:track:1DkUmd3seTv3HZ3kfNgtxK,"Memphis, Tennessee",1963,Live at the BBC,22.0,136.0,11.0,1.0,98.125,4.0,0.703,0.757,0.303,-11.923,0.231,0.152,0.109,0.0461,Live at the BBC,,,,,"R&B, Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Affection/Fondness, Reminiscing, Reunion",Bittersweet Innocent Romantic Sentimental Wistful Yearning Freewheeling Light Relaxed Searching Earnest Naive Passionate Warm Earthy Intimate Sparkling Summery Sweet Laid-Back/Mellow Refined Reflective,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:5By7Pzgl6TMuVJG168VWzS,Michelle,1965,Rubber Soul,70.0,160.0,5.0,0.0,117.403,4.0,0.666,0.578,0.29,-12.501,0.652,0.0,0.105,0.0341,Rubber Soul,19.0,Michelle,Girl,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock",In Love,Intimate Laid-Back/Mellow Refined Romantic Springlike Sweet Precious Sentimental Amiable/Good-Natured Whimsical Playful,"McCartney, with Lennon",McCartney,,32.0,,,,,,,,,,,33.0,39.0,45.0,
spotify:track:40qXGg5nRbcWzcFb26KWkQ,Misery,1963,Please Please Me,54.0,107.0,0.0,1.0,133.348,4.0,0.882,0.591,0.605,-10.925,0.707,0.0,0.309,0.0413,UK: Please Please Me US: Rarities,23.0,Misery; Roll Over Beethoven,Ask Me Why; Misery,,Pop/Rock,"British Invasion, Early Pop/Rock, Merseybeat, Contemporary Pop/Rock, Rock & Roll","Feeling Blue, Heartache",Bright Amiable/Good-Natured Cheerful Earnest Yearning Sweet Warm,"Lennon, with McCartney","Lennon, with McCartney",,3.0,,,,,,,,,,,,,,
spotify:track:3zw4FTrVNfy2teEkV9FOvh,Money (That's What I Want),1963,With the Beatles,51.0,167.0,11.0,0.0,128.816,1.0,0.923,0.545,0.853,-8.369,0.425,0.0,0.266,0.0394,UK: With the Beatles US: The Beatles Second Album,24.0,,,,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Energetic Exciting Rollicking Rousing Raucous Rowdy Exuberant Lively Rebellious,"Gordy, Bradford",Lennon,Y,,,,,,,,,,,,,,,14.0
spotify:track:2nBKT7OYXtN4XwT8ajCrfc,Moonlight Bay,1963,Anthology 1,25.0,50.0,9.0,0.0,112.227,3.0,0.205,0.297,0.983,-7.111,0.828,0.000927,0.807,0.136,Anthology 1,,,,,Pop/Rock,,,,"Percy Wenrich, Edward Madden","Lennon, McCartney, Harrison, Eric Morecambe, Ernie Wise",,,,,,,,,,,,,,,,
spotify:track:6TjUg1cTUzWHbal6yQAi7c,Mother Nature's Son,1968,The Beatles,57.0,168.0,2.0,1.0,84.78,4.0,0.401,0.608,0.178,-17.109,0.634,0.352,0.166,0.0264,The Beatles,10.0,,,,"Folk, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","The Great Outdoors, Reflection, Relaxation",Carefree Delicate Gentle Innocent Pastoral Poignant Organic Playful Precious Summery Sweet Amiable/Good-Natured Lush Sophisticated Whimsical Elegant,McCartney,McCartney,,11.0,,,,,,,,,,,,,,
spotify:track:6pPOkr2OxhQ6htrzOiDmq9,Mr. Moonlight,1964,Beatles for Sale,48.0,155.0,6.0,1.0,126.127,5.0,0.589,0.631,0.424,-9.106,0.796,0.000143,0.118,0.0438,UK: Beatles for Sale US: Beatles '65,17.0,,,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Rock & Roll",,Atmospheric Nocturnal Passionate Yearning Plaintive Searching Eccentric Bittersweet,Johnson,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:2jlGyLNsfSRdcTynI1D08K,My Bonnie,1961,Anthology 1,35.0,162.0,0.0,1.0,88.642,4.0,0.648,0.376,0.787,-8.567,0.591,0.0,0.104,0.0401,Anthology 1,13.0,My Bonnie,The Saints,,"Rock and Roll, Pop/Rock","British Invasion, British Psychedelia, Early Pop/Rock, Merseybeat, Psychedelic/Garage, Rock & Roll, Folk-Rock","Affection/Fondness, Playful, Summer, Family Gatherings",Bright Exciting Fun Lively Happy Searching Sentimental Sweet Wistful Yearning Humorous Joyous Literate Lush Melancholy Quirky Rollicking Sophisticated Swaggering Ambitious Amiable/Good-Natured Cheerful Complex Exuberant Gleeful Irreverent Laid-Back/Mellow Light Playful Poignant Romantic Trippy Warm Whimsical Witty Wry Bittersweet Eccentric Celebratory,"Traditional, arr. Sheridan",Sheridan,,,,,48.0,1.0,,26.0,,45.0,,,,,,
spotify:track:4ltC6PrqkTtpcRNi5lvS4z,No Reply,1964,Beatles for Sale,55.0,135.0,0.0,1.0,124.251,4.0,0.869,0.718,0.593,-9.976,0.67,0.0,0.172,0.0377,UK: Beatles for Sale US: Beatles '65,15.0,No Reply,Rock and Roll Music,,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage","Breakup, Feeling Blue, Heartache, Jealousy, Introspection",Anguished/Distraught Autumnal Gloomy Sad Somber Weary Yearning Brooding Bittersweet Nocturnal Melancholy,"Lennon, with McCartney","Lennon, with McCartney",,3.0,,,,,,,,,,45.0,,,,
spotify:track:1H7gMYGykdtwZOV6s1N0by,Norwegian Wood (This Bird Has Flown),1965,Rubber Soul,75.0,125.0,4.0,1.0,176.625,3.0,0.65,0.425,0.369,-11.876,0.183,0.00126,0.112,0.0379,Rubber Soul,18.0,,,,"Folk Rock, Raga Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Singer/Songwriter","Feeling Blue, Introspection, Reflection, Regret, Late Night",Autumnal Bittersweet Melancholy Poignant Reflective Wistful Yearning Atmospheric Intimate Nocturnal Plaintive Searching Organic Trippy Ethereal Literate,"Lennon, with McCartney",Lennon,,30.0,,,,,,,,,15.0,12.0,26.0,37.0,11.0,8.0
spotify:track:39QrPQjBJKKw3KPy6sUrCM,Not Guilty,1968,Anthology 3,33.0,202.0,9.0,1.0,117.219,4.0,0.621,0.47,0.635,-7.942,0.0348,0.00149,0.786,0.0989,Anthology 3,,,,,"Jazz-Pop, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, Singer/Songwriter, Album Rock","Breakup, Introspection, Late Night, Rainy Day, Reflection, Summer",Acerbic Atmospheric Bitter Cynical/Sarcastic Hypnotic Ironic Nocturnal Quirky Relaxed Sardonic Trippy Weary,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:5vl0sRtrQM1BTSAxQZFqEN,Not a Second Time,1963,With the Beatles,48.0,128.0,7.0,1.0,124.848,4.0,0.961,0.471,0.817,-9.999,0.213,0.0,0.498,0.0372,UK: With the Beatles US: Meet The Beatles!,9.0,,,,"Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Earnest Bittersweet Melancholy Reflective Warm,Lennon,Lennon,,2.0,,,,,,,,,,,,,,
spotify:track:5YrqrCg9WqPyhvIGlpaOst,Nothin' Shakin' (But the Leaves on the Trees),1963,Live at the BBC,27.0,180.0,9.0,1.0,117.032,4.0,0.979,0.761,0.614,-11.97,0.52,0.0,0.179,0.0374,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Day Driving, Hanging Out, Summer",Bright Energetic Rousing Detached Freewheeling Rollicking Summery Urgent Dramatic Earnest Lively Swaggering Whimsical Gritty Yearning Earthy Passionate Sparkling,Fontaine,Harrison,Y,,,,,,,,,,,,,,,
spotify:track:5SUlhldQJtOhUr2GzH5RI7,Nowhere Man,1965,Rubber Soul,67.0,164.0,4.0,1.0,121.402,4.0,0.687,0.534,0.624,-9.589,0.00797,0.0,0.128,0.0462,UK: Rubber Soul US: Yesterday and Today,23.0,Nowhere Man,What Goes On,RIAA Gold,"Folk Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage",Introspection,Bright Dreamy Sparkling Autumnal Reflective Whimsical Precious Sardonic Wry Hypnotic Trippy,Lennon,Lennon,,21.0,,3.0,,,,3.0,,27.0,40.0,,45.0,,36.0,17.0
spotify:track:1gFNm7cXfG1vSMcxPpSxec,"Ob-la-di, Ob-la-da",1968,The Beatles,74.0,187.0,10.0,1.0,113.059,4.0,0.975,0.818,0.728,-8.331,0.232,0.0642,0.251,0.0314,The Beatles,16.0,"Ob-La-Di, Ob-La-Da; Ob-La-Di, Ob-La-Da",While My Guitar Gently Weeps; Julia,,"Ska, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",,Amiable/Good-Natured Bright Energetic Freewheeling Fun Giddy Happy Humorous Irreverent Light Lively Playful Quirky Rollicking Rousing Whimsical Summery Precious,McCartney,McCartney,,16.0,,49.0,,,,,,,,,,35.0,,
spotify:track:0suLngfo7rJoetk7Ub6N8l,Octopus's Garden,1969,Abbey Road,68.0,168.0,1.0,0.0,92.225,4.0,0.73,0.626,0.512,-9.15,0.155,4.65e-05,0.215,0.0247,Abbey Road,10.0,,,,"Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","At the Beach, Birthday, Family Gatherings",Amiable/Good-Natured Carefree Cheerful Fun Humorous Playful Quirky Summery Whimsical Precious,"Starkey, with uncredited assistance from Harrison",Starkey,,3.0,,,,,,,,,,,,25.0,,
