"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
2000,Sydney,Aquatics,Swimming,"THOMSON, Kirsten",AUS,Women,4x200m freestyle relay,W,Silver,2
2000,Sydney,Aquatics,Swimming,"VAN LINT, Jacinta",AUS,Women,4x200m freestyle relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"AYRE, Sanjay",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"BLACKWOOD, Michael",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"HAUGHTON, Greg",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"MCDONALD, Michael",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"MCFARLANE, Danny",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"WILLIAMS, Christopher",JAM,Men,4x400m relay,M,Bronze,3
2000,Sydney,Athletics,Athletics,"AWAZIE, Nduka",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"BADA, Sunday",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"CHUKWU, Clement",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"GADZAMA, Fidelis",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"MONYE, Jude",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"UDO OBONG, Enefiok",NGR,Men,4x400m relay,M,Silver,2
2000,Sydney,Athletics,Athletics,"GONCHARENKO, Svetlana",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"KOTLYAROVA, Olga",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"NAZAROVA, Natalya",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"PRIVALOVA, Irina",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"SOTNIKOVA, Yulia",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"ZYKINA, Olesya",RUS,Women,4x400m relay,W,Bronze,3
2000,Sydney,Athletics,Athletics,"ANDERSON, Andrea",USA,Women,4x400m relay,W,Gold,1
2000,Sydney,Athletics,Athletics,"COLANDER, LaTasha",USA,Women,4x400m relay,W,Gold,1
2000,Sydney,Athletics,Athletics,"HENNAGAN, Monique",USA,Women,4x400m relay,W,Gold,1
2000,Sydney,Athletics,Athletics,"MILES, Jearl",USA,Women,4x400m relay,W,Gold,1
2000,Sydney,Athletics,Athletics,"BURGHER, Michelle",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"GRAHAM, Lorraine",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"HEMMINGS, Deon Marie",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"HOWELL, Charmaine",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"RICHARDS, Sandie",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"SCOTT-POMALES, Catherine",JAM,Women,4x400m relay,W,Silver,2
2000,Sydney,Athletics,Athletics,"LAHLAFI, Brahim",MAR,Men,5000m,M,Bronze,3
2000,Sydney,Athletics,Athletics,"WOLDE, Millon",ETH,Men,5000m,M,Gold,1
2000,Sydney,Athletics,Athletics,"SAIDI-SIEF, Ali",ALG,Men,5000m,M,Silver,2
2000,Sydney,Athletics,Athletics,"WAMI, Gete",ETH,Women,5000m,W,Bronze,3
2000,Sydney,Athletics,Athletics,"SZABO, Gabriela",ROU,Women,5000m,W,Gold,1
2000,Sydney,Athletics,Athletics,"O'SULLIVAN, Sonia",IRL,Women,5000m,W,Silver,2
2000,Sydney,Cycling,Cycling Track,"JIANG, Cuihua",CHN,Women,500m time trial,W,Bronze,3
2000,Sydney,Cycling,Cycling Track,"BALLANGER, Felicia",FRA,Women,500m time trial,W,Gold,1
2000,Sydney,Cycling,Cycling Track,"FERRIS, Michelle",AUS,Women,500m time trial,W,Silver,2
2000,Sydney,Athletics,Athletics,"SANCHEZ GUERRERO, Joel",MEX,Men,50km walk,M,Bronze,3
2000,Sydney,Athletics,Athletics,"KORZENIOWSKI, Robert",POL,Men,50km walk,M,Gold,1
2000,Sydney,Athletics,Athletics,"FADEJEVS, Aigars",LAT,Men,50km walk,M,Silver,2
2000,Sydney,Aquatics,Swimming,"VAN DEN HOOGENBAND, Pieter",NED,Men,50m freestyle,M,Bronze,3
2000,Sydney,Aquatics,Swimming,"ERVIN, Anthony",USA,Men,50m freestyle,M,Gold,1
2000,Sydney,Aquatics,Swimming,"HALL, Gary Jr.",USA,Men,50m freestyle,M,Gold,1
2000,Sydney,Aquatics,Swimming,"TORRES, Dara",USA,Women,50m freestyle,W,Bronze,3
2000,Sydney,Aquatics,Swimming,"DE BRUIJN, Inge",NED,Women,50m freestyle,W,Gold,1
2000,Sydney,Aquatics,Swimming,"ALSHAMMAR, Therese",SWE,Women,50m freestyle,W,Silver,2
2000,Sydney,Shooting,Shooting,"TENK, Martin",CZE,Men,50m pistol (60 shots),M,Bronze,3
2000,Sydney,Shooting,Shooting,"KIRIAKOV, Tanyu",BUL,Men,50m pistol (60 shots),M,Gold,1
2000,Sydney,Shooting,Shooting,"BASINSKI, Igor",BLR,Men,50m pistol (60 shots),M,Silver,2
2000,Sydney,Shooting,Shooting,"FEKLISTOVA, Maria",RUS,Women,50m rifle 3 positions (3x20 shots),W,Bronze,3
2000,Sydney,Shooting,Shooting,"MAUER, Renata",POL,Women,50m rifle 3 positions (3x20 shots),W,Gold,1
2000,Sydney,Shooting,Shooting,"GOLDOBINA, Tatiana",RUS,Women,50m rifle 3 positions (3x20 shots),W,Silver,2
2000,Sydney,Shooting,Shooting,"STENVAAG, Harald",NOR,Men,50m rifle 3 positions (3x40 shots),M,Bronze,3
2000,Sydney,Shooting,Shooting,"DEBEVEC, Rajmond",SLO,Men,50m rifle 3 positions (3x40 shots),M,Gold,1
2000,Sydney,Shooting,Shooting,"HIRVI, Juha",FIN,Men,50m rifle 3 positions (3x40 shots),M,Silver,2
2000,Sydney,Shooting,Shooting,"MARTYNOV, Sergei",BLR,Men,50m rifle prone (60 shots),M,Bronze,3
2000,Sydney,Shooting,Shooting,"EDMAN, Jonas",SWE,Men,50m rifle prone (60 shots),M,Gold,1
2000,Sydney,Shooting,Shooting,"GRIMMEL, Torben",DEN,Men,50m rifle prone (60 shots),M,Silver,2
2000,Sydney,Boxing,Boxing,"DANYLCHENKO, Sergiy",UKR,Men,51 - 54kg (bantamweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"VINSON, Clarence",USA,Men,51 - 54kg (bantamweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"RIGONDEAUX ORTIZ, Guillermo",CUB,Men,51 - 54kg (bantamweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"MALAKHBEKOV, Raimkul",RUS,Men,51 - 54kg (bantamweight),M,Silver,2
2000,Sydney,Judo,Judo,"KUSAKABE, Kie",JPN,Women,52 - 57kg (lightweight),W,Bronze,3
2000,Sydney,Judo,Judo,"PEKLI, Maria",AUS,Women,52 - 57kg (lightweight),W,Bronze,3
2000,Sydney,Judo,Judo,"FERNANDEZ, Isabel",ESP,Women,52 - 57kg (lightweight),W,Gold,1
2000,Sydney,Judo,Judo,"GONZALEZ, Driulys",CUB,Women,52 - 57kg (lightweight),W,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"SLAMET, Winarni Binti",INA,Women,53kg,W,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"YANG, Xia",CHN,Women,53kg,W,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"LI, Feng-Ying",TPE,Women,53kg,W,Silver,2
2000,Sydney,Boxing,Boxing,"DJAMALOUDINOV, Kamil",RUS,Men,54 - 57kg (featherweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"TAMSAMANI, Tahar",MAR,Men,54 - 57kg (featherweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"SATTARKHANOV, Bekzat",KAZ,Men,54 - 57kg (featherweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"JUAREZ, Ricardo",USA,Men,54 - 57kg (featherweight),M,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"BRANDS, Terry",USA,Men,54 - 58kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"DABIR, Alireza",IRI,Men,54 - 58kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"BUSLOVYCH, Yevgen",UKR,Men,54 - 58kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"SHENG, Zetian",CHN,Men,54 - 58kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"NAZARIAN, Armen",BUL,Men,54 - 58kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"KIM, In-Sub",KOR,Men,54 - 58kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"ZHANG, Xiangxiang",CHN,Men,56kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"MUTLU, Halil",TUR,Men,56kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"WU, Wenxiong",CHN,Men,56kg,M,Silver,2
2000,Sydney,Boxing,Boxing,"BEJARANO, Cristian",MEX,Men,57 - 60kg (lightweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"MALETINE, Alexandre",RUS,Men,57 - 60kg (lightweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"KINDELAN, Mario",CUB,Men,57 - 60kg (lightweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"KOTELNYK, Andriy",UKR,Men,57 - 60kg (lightweight),M,Silver,2
2000,Sydney,Judo,Judo,"JUNG, Sung-Sook",KOR,Women,57 - 63kg (half-middleweight),W,Bronze,3
2000,Sydney,Judo,Judo,"VANDECAVEYE, Gella",BEL,Women,57 - 63kg (half-middleweight),W,Bronze,3
2000,Sydney,Judo,Judo,"VANDENHENDE, Severine",FRA,Women,57 - 63kg (half-middleweight),W,Gold,1
2000,Sydney,Judo,Judo,"LI, Shufang",CHN,Women,57 - 63kg (half-middleweight),W,Silver,2
2000,Sydney,Taekwondo,Taekwondo,"OKAMOTO, Yoriko",JPN,Women,57 - 67 kg,W,Bronze,3
2000,Sydney,Taekwondo,Taekwondo,"LEE, Sun-Hee",KOR,Women,57 - 67 kg,W,Gold,1
2000,Sydney,Taekwondo,Taekwondo,"GUNDERSEN, Trude",NOR,Women,57 - 67 kg,W,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"JANG, Jae-Sung",KOR,Men,58 - 63kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"OUMAKHANOV, Mourad",RUS,Men,58 - 63kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"BARZAKOV, Serafim",BUL,Men,58 - 63kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"CHACHUA, Akaki",GEO,Men,58 - 63kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"SAMURGASHEV, Varteres",RUS,Men,58 - 63kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"MAREN, Juan Luis",CUB,Men,58 - 63kg,M,Silver,2
2000,Sydney,Taekwondo,Taekwondo,"SAEI, Hadi",IRI,Men,58 - 68 kg,M,Bronze,3
2000,Sydney,Taekwondo,Taekwondo,"LOPEZ, Steven",USA,Men,58 - 68 kg,M,Gold,1
2000,Sydney,Taekwondo,Taekwondo,"SIN, Joon-Sik",KOR,Men,58 - 68 kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"SUTA, Khassaraporn",THA,Women,58kg,W,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"JIMENEZ MENDIVIL, Soraya",MEX,Women,58kg,W,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"RI, Song Hui",PRK,Women,58kg,W,Silver,2
2000,Sydney,Boxing,Boxing,"ALLALOU, Mohamed",ALG,Men,60 - 63.5kg (light-welterweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"LUNA, Diogenes",CUB,Men,60 - 63.5kg (light-welterweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"ABDOOLLAYEV, Mahammatkodir",UZB,Men,60 - 63.5kg (light-welterweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"WILLIAMS JR, Ricardo",USA,Men,60 - 63.5kg (light-welterweight),M,Silver,2
2000,Sydney,Judo,Judo,"GIOVINAZZO, Girolamo",ITA,Men,60 - 66kg (half-lightweight),M,Bronze,3
2000,Sydney,Judo,Judo,"VAZAGASHVILI, Giorgi",GEO,Men,60 - 66kg (half-lightweight),M,Bronze,3
2000,Sydney,Judo,Judo,"OZKAN, Huseyin",TUR,Men,60 - 66kg (half-lightweight),M,Gold,1
2000,Sydney,Judo,Judo,"BENBOUDAOUD, Larbi",FRA,Men,60 - 66kg (half-lightweight),M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"OLESHCHUK, Gennady",BLR,Men,62kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"PECHALOV, Nikolay",CRO,Men,62kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"SAMPANIS, Leonidas",GRE,Men,62kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"MCILRAVY, Lincoln",USA,Men,63 - 69kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"IGALI, Daniel",CAN,Men,63 - 69kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"GITINOV, Arsen",RUS,Men,63 - 69kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"GLOUCHKOV, Alexei",RUS,Men,63 - 69kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"ASCUY AGUILERA, Feliberto",CUB,Men,63 - 69kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"NAGATA, Katsuhiko",JPN,Men,63 - 69kg,M,Silver,2
2000,Sydney,Judo,Judo,"CHO, Min-Sun",KOR,Women,63 - 70kg (middleweight),W,Bronze,3
2000,Sydney,Judo,Judo,"SCAPIN, Ylenia",ITA,Women,63 - 70kg (middleweight),W,Bronze,3
2000,Sydney,Judo,Judo,"VERANES, Sibelis",CUB,Women,63 - 70kg (middleweight),W,Gold,1
2000,Sydney,Judo,Judo,"HOWEY, Kate",GBR,Women,63 - 70kg (middleweight),W,Silver,2
2000,Sydney,Boxing,Boxing,"GRUSAC, Vitalie",MDA,Men,63.5 - 67kg (welterweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"SIMION, Dorel",ROU,Men,63.5 - 67kg (welterweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"SAITOV, Oleg",RUS,Men,63.5 - 67kg (welterweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"DOTSENKO, Sergey",UKR,Men,63.5 - 67kg (welterweight),M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"CHATZIIOANNOU, Ioanna",GRE,Women,63kg,W,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"CHEN, Xiaomin",CHN,Women,63kg,W,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"POPOVA, Valentina",RUS,Women,63kg,W,Silver,2
2000,Sydney,Judo,Judo,"LARYUKOV, Anatoly",BLR,Men,66 - 73kg (lightweight),M,Bronze,3
2000,Sydney,Judo,Judo,"ZELONIJS, Vsevolods",LAT,Men,66 - 73kg (lightweight),M,Bronze,3
2000,Sydney,Judo,Judo,"MADDALONI, Giuseppe",ITA,Men,66 - 73kg (lightweight),M,Gold,1
2000,Sydney,Judo,Judo,"CAMILO, Tiago",BRA,Men,66 - 73kg (lightweight),M,Silver,2
2000,Sydney,Boxing,Boxing,"TAYLOR, Jermain",USA,Men,67 - 71kg (light-middleweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"THONGBURAN, Pornchai",THA,Men,67 - 71kg (light-middleweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"IBRAIMOV, Yermakhan",KAZ,Men,67 - 71kg (light-middleweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"SIMION, Marian",ROU,Men,67 - 71kg (light-middleweight),M,Silver,2
2000,Sydney,Taekwondo,Taekwondo,"ESTRADA GARIBAY, Victor Manuel",MEX,Men,68 - 80 kg,M,Bronze,3
2000,Sydney,Taekwondo,Taekwondo,"MATOS, Angel Valodia",CUB,Men,68 - 80 kg,M,Gold,1
2000,Sydney,Taekwondo,Taekwondo,"EBNOUTALIB, Faissal",GER,Men,68 - 80 kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"BEREKET, Adem",TUR,Men,69 - 76kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"SLAY, Brandon",USA,Men,69 - 76kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"MOON, Eui Jae",KOR,Men,69 - 76kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"YLI-HANNUKSELA, Marko",FIN,Men,69 - 76kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"KARDANOV, Mourat",RUS,Men,69 - 76kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"LINDLAND, Matt James",USA,Men,69 - 76kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"LAVRENOV, Sergei",BLR,Men,69kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"BOEVSKI, Galabin",BUL,Men,69kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"MARKOV, Georgi",BUL,Men,69kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"MALLESWARI, Karnam",IND,Women,69kg,W,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"LIN, Weining",CHN,Women,69kg,W,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"PERESZTEGINE MARKUS, Erzsebet",HUN,Women,69kg,W,Silver,2
2000,Sydney,Judo,Judo,"PIERANTOZZI, Emanuela",ITA,Women,70 - 78kg (half-heavyweight),W,Bronze,3
2000,Sydney,Judo,Judo,"RICHTER, Simona Marcela",ROU,Women,70 - 78kg (half-heavyweight),W,Bronze,3
2000,Sydney,Judo,Judo,"TANG, Lin",CHN,Women,70 - 78kg (half-heavyweight),W,Gold,1
2000,Sydney,Judo,Judo,"LEBRUN, Celine",FRA,Women,70 - 78kg (half-heavyweight),W,Silver,2
2000,Sydney,Boxing,Boxing,"ALAKPAROV, Vugar",AZE,Men,71-75kg,M,Bronze,3
2000,Sydney,Boxing,Boxing,"ERDEI, Zsolt",HUN,Men,71-75kg,M,Bronze,3
2000,Sydney,Boxing,Boxing,"GUTIERREZ, Jorge",CUB,Men,71-75kg,M,Gold,1
2000,Sydney,Boxing,Boxing,"GAIDARBEKOV, Gaidarbek",RUS,Men,71-75kg,M,Silver,2
2000,Sydney,Judo,Judo,"BUDOLIN, Aleksei",EST,Men,73 - 81kg (half-middleweight),M,Bronze,3
2000,Sydney,Judo,Judo,"DELGADO, Nuno",POR,Men,73 - 81kg (half-middleweight),M,Bronze,3
2000,Sydney,Judo,Judo,"TAKIMOTO, Makoto",JPN,Men,73 - 81kg (half-middleweight),M,Gold,1
2000,Sydney,Judo,Judo,"CHO, In-Chul",KOR,Men,73 - 81kg (half-middleweight),M,Silver,2
2000,Sydney,Boxing,Boxing,"FEDCHUK, Andriy",UKR,Men,75 - 81kg (light-heavyweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"MIHAYLOV, Sergey",UZB,Men,75 - 81kg (light-heavyweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"LEBZIAK, Alexandre",RUS,Men,75 - 81kg (light-heavyweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"KRAJ, Rudolf",CZE,Men,75 - 81kg (light-heavyweight),M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"KUO, Yi-Hang",TPE,Women,75kg,W,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"URRUTIA, Maria Isabel",COL,Women,75kg,W,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"OGBEIFO, Ruth",NGR,Women,75kg,W,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"IBRAGIMOV, Mogamed",MKD,Men,76 - 85kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"SAITIEV, Adam",RUS,Men,76 - 85kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"ROMERO, Yoel",CUB,Men,76 - 85kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"VAKHTANGADZE, Mukhran",GEO,Men,76 - 85kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"YERLIKAYA, Hamza",TUR,Men,76 - 85kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"BARDOSI, Sandor Istvan",HUN,Men,76 - 85kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"MELIKYAN, Arsen",ARM,Men,77kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"ZHAN, Xugang",CHN,Men,77kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"MITROU, Viktor",GRE,Men,77kg,M,Silver,2
2000,Sydney,Athletics,Athletics,"SAID GUERNI, Djabir",ALG,Men,800m,M,Bronze,3
2000,Sydney,Athletics,Athletics,"SCHUMANN, Nils",GER,Men,800m,M,Gold,1
2000,Sydney,Athletics,Athletics,"KIPKETER, Wilson",DEN,Men,800m,M,Silver,2
2000,Sydney,Athletics,Athletics,"HOLMES, Kelly",GBR,Women,800m,W,Bronze,3
2000,Sydney,Athletics,Athletics,"MUTOLA, Maria",MOZ,Women,800m,W,Gold,1
2000,Sydney,Athletics,Athletics,"GRAF, Stephanie",AUT,Women,800m,W,Silver,2
2000,Sydney,Aquatics,Swimming,"SANDENO, Kaitlin",USA,Women,800m freestyle,W,Bronze,3
2000,Sydney,Aquatics,Swimming,"BENNETT, Brooke",USA,Women,800m freestyle,W,Gold,1
2000,Sydney,Aquatics,Swimming,"KLOCHKOVA, Yana",UKR,Women,800m freestyle,W,Silver,2
2000,Sydney,Judo,Judo,"DEMONTFAUCON, Frederic",FRA,Men,81 - 90kg (middleweight),M,Bronze,3
2000,Sydney,Judo,Judo,"MASHURENKO, Ruslan",UKR,Men,81 - 90kg (middleweight),M,Bronze,3
2000,Sydney,Judo,Judo,"HUIZINGA, Mark",NED,Men,81 - 90kg (middleweight),M,Gold,1
2000,Sydney,Judo,Judo,"HONORATO, Carlos",BRA,Men,81 - 90kg (middleweight),M,Silver,2
2000,Sydney,Boxing,Boxing,"KOEBER, Sebastian",GER,Men,81 - 91kg (heavyweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"TCHANTURIA, Vladimer",GEO,Men,81 - 91kg (heavyweight),M,Bronze,3
2000,Sydney,Boxing,Boxing,"SAVON, Felix",CUB,Men,81 - 91kg (heavyweight),M,Gold,1
2000,Sydney,Boxing,Boxing,"IBRAGUIMOV, Soultanakhmed",RUS,Men,81 - 91kg (heavyweight),M,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"KURTANIDZE, Eldari",GEO,Men,85 - 97kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"MOURTASALIYEV, Saghid",RUS,Men,85 - 97kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"BAIRAMUKOV, Islam",KAZ,Men,85 - 97kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"LOWNEY, Steven",USA,Men,85 - 97kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"LJUNGBERG, Mikael",SWE,Men,85 - 97kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"SALDADZE, Davyd",UKR,Men,85 - 97kg,M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"ASANIDZE, George",GEO,Men,85kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"DIMAS, Pyrros",GRE,Men,85kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"HUSTER, Marc",GER,Men,85kg,M,Silver,2
2000,Sydney,Judo,Judo,"STEPKINE, Iouri",RUS,Men,90 - 100kg (half-heavyweight),M,Bronze,3
2000,Sydney,Judo,Judo,"TRAINEAU, Stephane",FRA,Men,90 - 100kg (half-heavyweight),M,Bronze,3
2000,Sydney,Judo,Judo,"INOUE, Kosei",JPN,Men,90 - 100kg (half-heavyweight),M,Gold,1
2000,Sydney,Judo,Judo,"GILL, Nicolas",CAN,Men,90 - 100kg (half-heavyweight),M,Silver,2
2000,Sydney,Weightlifting,Weightlifting,"PETROV, Aleksey",RUS,Men,94kg,M,Bronze,3
2000,Sydney,Weightlifting,Weightlifting,"KAKIASVILIS, Akakios",GRE,Men,94kg,M,Gold,1
2000,Sydney,Weightlifting,Weightlifting,"KOLECKI, Szymon",POL,Men,94kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Free.,"RODRIGUEZ, Alexis",CUB,Men,97 - 130kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Free.,"MOUSSOULBES, David",RUS,Men,97 - 130kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Free.,"TAYMAZOV, Artur",UZB,Men,97 - 130kg,M,Silver,2
2000,Sydney,Wrestling,Wrestling Gre-R,"DEBELKA, Dmitry",BLR,Men,97 - 130kg,M,Bronze,3
2000,Sydney,Wrestling,Wrestling Gre-R,"GARDNER, Rulon",USA,Men,97 - 130kg,M,Gold,1
2000,Sydney,Wrestling,Wrestling Gre-R,"KARELIN, Aleksandr",RUS,Men,97 - 130kg,M,Silver,2
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MINCIK, Juraj",SVK,Men,C-1 (canoe single),M,Bronze,3
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"ESTANGUET, Tony",FRA,Men,C-1 (canoe single),M,Gold,1
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"MARTIKAN, Michal",SVK,Men,C-1 (canoe single),M,Silver,2
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"GILES, Stephen Cory",CAN,Men,C-1 1000m (canoe single),M,Bronze,3
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 1000m (canoe single),M,Gold,1
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"BALCEIRO, Ledys Frank",CUB,Men,C-1 1000m (canoe single),M,Silver,2
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"DITTMER, Andreas",GER,Men,C-1 500m (canoe single),M,Bronze,3
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-1 500m (canoe single),M,Gold,1
2000,Sydney,Canoe / Kayak,Canoe / Kayak F,"OPALEV, Maxim",RUS,Men,C-1 500m (canoe single),M,Silver,2
2000,Sydney,Canoe / Kayak,Canoe / Kayak S,"JIRAS, Marek",CZE,Men,C-2 (canoe double),M,Bronze,3
